番号,受付日,住所,申告方法,車名,初度登録年月,型式,通称名,総走行距離,原動機型式,不具合装置,発生時期,申告内容
232,"2024年12月01日","和歌山県","ＨＰ","スバル","2020/11","5BA-SK9","フォレスター","45,661 Km","FB25","エンジン","２０２４年１１月３０日","エンジン始動時メーターパネルに「販売店で点検を受けてください」の警告が表示され、運転中も関連警告灯が点灯したままとなった。また２時間程度運転してもエンジン水温、油温が低温のまま走行となった。ディーラーでサーモコントロールバルブもしくは付帯センサの故障のため、新品交換が必要と診断された。"
233,"2024年12月01日","北海道","ＨＰ","三菱","2022/12","2RG-FDA20","ふそうキャンター","34,000 Km","4P10","電気装置","２０２２年１０月","フロントブレーキパッド摩耗センサーの配線ショートにより摩耗ランプが点灯した。"
234,"2024年12月01日","岡山県","ＨＰ","ホンダ","2020/01","DBA-JF3","Ｎ－ＢＯＸ","35,600 Km","S07B","保安灯火","２０２４年４月頃","右後ろのドアガラスが、カタカタからガタガタになり、最終的に閉まらなくなった。"
235,"2024年12月01日","新潟県","ＨＰ","トヨタ","2021/03","6BA-MXUA85","ハリアー","19,500 Km","M20A","乗車装置","２０２４年１０月","車を駐車後、シートベルトを外そうとバックルのボタンを押しても引っかかってシートベルトが外れなかった。ディーラーへ点検依頼し、整備士がガチャガチャとバックルを何回か抜き差ししたら引っ掛かりがなくなったので様子見となったが、２週間ほどで再発した。"
236,"2024年11月30日","群馬県","ＨＰ","フォルクスワーゲン","2011/09","DBA-1KCAX","ＶＷゴルフ　１．４／９０ｋｗ","90,000 Km","CAX","保安灯火","","外２６７３のリコールで灯火装置用ヒューズの交換を済ませた車で、夜間走行中に左のロービームが点かなくなった。"
237,"2024年11月30日","長野県","ＨＰ","トヨタ","2023/08","6AA-AAHH45W","アルファード","","A25A-5NM-4NM","電気装置","２０２４年","補機バッテリーが上がった。"
238,"2024年11月30日","鳥取県","ﾌﾘｰﾀﾞｲｱﾙ","フォルクスワーゲン","2017/06","ABA-6RDAJ","ＶＷ　ポロ　ＧＴＩ　１．８／１４１ｋＷ","86,752 Km","DAJ","電気装置","２０２４年１１月","歩道から車道に合流する際の縁石段差を左後輪が通過した際、ＡＢＳの警告が点灯し、順次ＥＳＣ（横滑り）・タイヤ圧・アイドリングストップ・ヘッドライトハイトコントロールの警告が表示された。イグニッションオフと再走行を繰り返すとタイヤ圧以外の警告灯が消灯することがあるが、荒れた路面等で後軸が揺さぶられると再度各種の警告表示が出た。故障診断により左後輪スピードセンサーのエラーが検出され、交換により復旧した。"
239,"2024年11月30日","東京都","ＨＰ","ホンダ","2018/10","DBA-JG1","Ｎ　ＯＮＥ","12,000 Km","S07A","保安灯火","２０２４年６月頃","フロントガラスのエッジに気泡（シミ）のようなものが発生した。"
240,"2024年11月30日","兵庫県","ＨＰ","ルノー","2016/09","ABA-AHH4D","トゥインゴ","61,000 Km","H4D","エンジン","２０２４年１０月２０日","駐車場にて、直径１ｍほどのオイル漏れの跡ができていた。ディーラーでエンジンのシリンダーブロックにヒビが入った事によるオイル漏れと診断された。"
241,"2024年11月29日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2019/02","DBA-4D20","ＢＭＷ　４２０ｉ　グランクーペ","70,000 Km","B48B20A","保安灯火","２０２４年１１月","ハイビームにしたときに異常警告が出て、右の前照灯がハイビームにならなくなった。"
242,"2024年11月29日","北海道","ﾌﾘｰﾀﾞｲｱﾙ","ＢＭＷ","2019/02","DBA-4D20","ＢＭＷ　４２０ｉ　グランクーペ","30,000 Km","B48B20A","制動装置","購入から２年","購入２年目の点検時、ブレーキパッドが減っているという指摘を受けた。"
243,"2024年11月29日","埼玉県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2015/10","DAA-GP5","フィット","70,000 Km","LEB-H1","保安灯火","","助手席側窓ガラスのＵＶカットが劣化して視界不良になってきている。"
244,"2024年11月29日","不明","電話","ホンダ","","不明","Ｎ－ＢＯＸ　Ｃｕｓｔｏｍ","","","保安灯火","新車購入から５～６日後","ＬＥＤヘッドライトのロービームのカットオフライン上に、青色で太い帯状のラインが出る。"
245,"2024年11月29日","大分県","ﾌﾘｰﾀﾞｲｱﾙ","ホンダ","2017/12","6AA-RC4","オデッセイ","62,000 Km","LFA-H4","電動機(モーター)","","駆動バッテリーの電力でエンジンを始動する仕組みを採っており、駆動バッテリーが何らかのトラブルで電気を取り出せなくなった場合、エンジン走行もできずに即座に走行不能になる設計になっている。"
246,"2024年11月29日","三重県","ﾌﾘｰﾀﾞｲｱﾙ","ヤマハ","","2BH-AY01","ＪＯＧ","","AF74E","制動装置","","ブレーキワイヤーが伸びたらしく、調整代を目いっぱい詰めてもレバーの握り代が無い状態になった。"
247,"2024年11月29日","北海道","24時間電話","スズキ","2023/09","5AA-MK53S","スペーシア","7,000 Km","R06A-WA05A","エンジン","２０２４年１１月１９日","スタートスイッチを押してもエンジンがかからない。"
248,"2024年11月29日","神奈川県","ＨＰ","スバル","2018/09","5BA-SK9","フォレスター","80,400 Km","FB25","エンジン","２０２４年７月","走行中、ＡＤＡＳ関連がすべてオフになり、販売店に持っていくよう画面にエラー表示された。エラーコードよりサーモコントロールバルブの故障であろうと説明を受けた。"
249,"2024年11月29日","神奈川県","ＨＰ","ニッサン","2024/09","6AA-GFC28","セレナ","10 Km","HR14-EM57","その他","２０２４年１０月４日","新車納車確認時にエアコンが冷却出来ず、納車が延期となった。原因の調査が行われた結果、リヤクーラーパイプのリヤ側φ１９パイプとフランジのロウ付け部に亀裂上の空洞が確認され、ガス漏れに繋がったものと診断された。"
250,"2024年11月29日","東京都","ＨＰ","スバル","2022/07","4BA-BT5","レガシィ","","CB18","その他","購入後すぐ","アイサイトのツーリングアシスト機能（レーンキープ機能）使用時、車両が車線左に寄る。"
251,"2024年11月29日","長野県","ＨＰ","メルセデス・ベンツ","2020/10","CAA-213261","メルセデスＡＭＧ　Ｅ５３　４Ｍ＋　ＳＷ","38,073 Km","256-EM0014","電気装置","２０２４年１０月１４日","走行時、「４８Ｖ異常！」とのメッセージが大きくメーターパネルに表示され、自宅到着後にエンジンから大きく異常な音がしてエンジンがストップした。再度エンジンの始動を試みるもかからず、レッカー搬送を行った。ディーラーで確認の結果、コントロールユニットが故障しているとの診断だった。"
252,"2024年11月29日","神奈川県","ＨＰ","ホンダ","2015/11","DBA-JW5","Ｓ６６０","66,000 Km","S07A","乗車装置","２０２４年１１月","フロア配線の断線により、シートベルト警告灯が点灯しなくなった。"
253,"2024年11月29日","富山県","ＨＰ","ＢＭＷ","2023/11","3CA-12EY30S","ＢＭＷ　Ｘ６　ｘＤｒｉｖｅ３５ｄ","9,556 Km","B57D30B-PA0001N0","制動装置","２０２４年１１月３日","エンジンを始動したらパーキングブレーキの不具合との警告が表示された。そのまま、少しアクセルペダルを踏んでゆっくりと動かしたが、フットブレーキも効かない状態になってしまった。"
254,"2024年11月29日","兵庫県","ＨＰ","ホンダ","2021/07","ZAA-ZC7","Ｈｏｎｄａ　ｅ","14,233 Km","MCF5","保安灯火","２０２４年１１月２８日","樹脂製ルーフスポイラが熱で変形し、トランクが開閉出来なくなると共に、サンルーフのガラスと干渉しサンルーフのガラスが割れた。"
255,"2024年11月29日","広島県","ＨＰ","フォルクスワーゲン","2020/10","DBA-AUCHP","ＶＷゴルフヴァリアント１．４／１０３ｋＷ","78,500 Km","CHP","その他","２年前","気づいたらエアコンのセンター吹き出し口から風が出ていなかった。また冬の時期は特に濡れてもいないのに、車内ガラスが曇ってしまい、湿気がこもってしまって運転しにくい。"
256,"2024年11月28日","静岡県","電話","スズキ","","LE-DA63T","キャリイ","","K6A","その他","","スピードメーター、積算計、燃料計等のデジタル表示が消えてしまう事がある。"
257,"2024年11月28日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","フェラーリ","2005/02","GH-F612","６１２スカリエッティ","42,900 Km","F133F","燃料装置","","高速走行中に燃料臭がしたため、車両を確認したところ、燃料ポンプ部から漏れていた。"
258,"2024年11月28日","東京都","ﾌﾘｰﾀﾞｲｱﾙ","トヨタ","2021/10","3BF-TRH200V","ハイエース","45,900 Km","1TR","エンジン","","オイルエレメントのケース部でシール不良が発生し、エンジンオイルが漏れる。エレメントを取り付けるケースと、エンジン側の両方において、Ｏリングが当たるところが腐食し、平滑でなくなっている様子があり、磨くと漏れなくなる。"
259,"2024年11月28日","不明","電話","ニッサン","2016/04","DBA-B21W","デイズ","40,000 Km","3B20","かじ取り","","ハンドルがロックしたような状態でステアリング操作ができなくなった。分解したところ、ステアリングコラムにあるパワーステアリングモーターの樹脂製ギアが欠けていた。"
260,"2024年11月28日","群馬県","ﾌﾘｰﾀﾞｲｱﾙ","ニッサン","2015/03","DBA-NC26","セレナ","108,000 Km","MR20","緩衝装置","","通常の走行から、店舗の駐車場に入ろうとしたところ、車体にガクッと衝撃を受けたため、停車して確認したところ、右前輪ロアアームのジョイントが外れていた。"
